ID_Uzorka;GPS_LAT;GPS_LONG
83;18.48604;77.385171
84;18.484248;77.391656
85;18.474036;77.389843
86;18.464904;77.392323
87;18.48151;77.392928
88;18.491757;77.387982
89;18.47835;77.390512
90;18.482291;77.393878
91;18.486959;77.391589
92;18.483839;77.388839
93;18.484919;77.399679
94;18.483525;77.384222
95;18.4757;77.400905
96;18.487542;77.391774
97;18.488207;77.392487
98;18.486313;77.386497
99;18.483562;77.3967
100;18.482457;77.399681
101;18.481458;77.389343
102;18.480222;77.389089
103;18.489566;77.390126
104;18.47548;77.392059
105;18.484648;77.394182
106;18.476662;77.396597
107;18.489689;77.389063
108;18.480127;77.392776
109;18.481104;77.380749
110;18.4864;77.386424
111;18.487089;77.397139
112;18.490309;77.391767
113;18.477817;77.392808
114;18.47994;77.392013
115;18.478019;77.394377
116;18.484885;77.396256
117;18.481754;77.394363
118;18.483483;77.396521
119;18.483466;77.39024
120;18.490672;77.39939
121;18.481503;77.390924
122;18.479118;77.388743
123;18.491888;77.393382
124;18.486371;77.395898
125;18.476089;77.385292
126;18.494985;77.397637
127;18.485952;77.390761
128;18.484876;77.39117
129;18.486671;77.397493
130;18.478546;77.396206
131;18.478045;77.384161
132;18.489764;77.391895
133;18.493668;77.393475
134;18.485452;77.391155
135;18.493473;77.390483
136;18.481015;77.38432
137;18.488583;77.3992
138;18.4808;77.395044
139;18.483368;77.392046
140;18.484354;77.384419
141;18.489352;77.394903
142;18.488244;77.394664
143;18.481808;77.388322
144;18.490547;77.395334
145;18.485756;77.382375
146;18.487499;77.389992
147;18.47718;77.386504
148;18.481233;77.396907
149;18.484586;77.393293
150;18.487335;77.392586
151;18.487835;77.398809
152;18.48048;77.387088
153;18.48264;77.388707
154;18.479922;77.39081
155;18.479896;77.388262
156;18.485706;77.383609
157;18.481684;77.391733
158;18.477785;77.396699
159;18.484846;77.39918
160;18.482532;77.386232
161;18.486282;77.389492
162;18.480467;77.391992
163;18.48202;77.394998
164;18.483618;77.393568
165;18.479442;77.385122
166;18.490503;77.388215
167;18.480134;77.393185
168;18.477368;77.389213
169;18.487052;77.392364
170;18.484879;77.382073
171;18.47738;77.390066
172;18.481242;77.387289
173;18.49027;77.388779
174;18.484598;77.388796
175;18.488103;77.394558
176;18.490709;77.391246
177;18.486603;77.393953
178;18.482542;77.389405
179;18.481157;77.392433
180;18.484392;77.390241
181;18.483166;77.385259
182;18.489668;77.390076
183;18.478291;77.387776
184;18.480349;77.392307
185;18.483159;77.390312
186;18.491207;77.391863
187;18.487389;77.383418
188;18.48276;77.392811
189;18.483867;77.387326
190;18.488723;77.395722
191;18.485678;77.386837
192;18.482927;77.389282
193;18.48976;77.393069
194;18.484309;77.379282
195;18.481462;77.385631
196;18.494919;77.397389
197;18.479697;77.391845
198;18.483167;77.392691
199;18.483718;77.395279
200;18.482776;77.389227
201;18.479784;77.398991
202;18.482609;77.399535
203;18.487302;77.393399
204;18.485313;77.393166
205;18.484102;77.387642
206;18.493208;77.39119
207;18.483903;77.39043
208;18.484328;77.391251
209;18.486601;77.386106
210;18.482272;77.4026
211;18.486258;77.391419
212;18.488767;77.388902
213;18.487346;77.382412
214;18.476179;77.395518
215;18.48792;77.395968
216;18.486542;77.386499
217;18.484762;77.395061
218;18.49798;77.386736
219;18.486908;77.399615
220;18.487642;77.39142
221;18.485352;77.392554
222;18.48134;77.390535
223;18.484846;77.388421
224;18.477854;77.384079
225;18.477095;77.39267
226;18.48305;77.39011
227;18.475105;77.389358
228;18.492958;77.399004
229;18.481307;77.385626
230;18.482564;77.389178
231;18.483568;77.389598
232;18.488975;77.395562
233;18.488156;77.394301
234;18.478527;77.393761
235;18.488741;77.394899
236;18.481569;77.396424
237;18.49191;77.391069
238;18.499042;77.390652
239;18.48469;77.393043
240;18.486046;77.383815
241;18.478213;77.39299
242;18.495592;77.385417
243;18.492844;77.388918
244;18.481908;77.389953
245;18.486315;77.390309
246;18.47981;77.389212
247;18.492359;77.398237
248;18.489018;77.389913
249;18.482722;77.388431
250;18.491989;77.399975
251;18.499553;77.336886
252;18.495344;77.334148
253;18.494076;77.341616
254;18.495687;77.330909
255;18.498758;77.329624
256;18.493768;77.336775
257;18.493476;77.342191
258;18.499392;77.328509
259;18.500609;77.343308
260;18.496829;77.335887
261;18.485475;77.34022
262;18.493946;77.333317
263;18.500426;77.337783
264;18.490224;77.334187
265;18.493622;77.339112
266;18.495128;77.339586
267;18.487501;77.325844
268;18.495412;77.328443
269;18.497172;77.336777
270;18.502931;77.343243
271;18.488255;77.330277
272;18.487811;77.34474
273;18.491693;77.338897
274;18.496647;77.326072
275;18.499764;77.331781
276;18.501922;77.334478
277;18.49046;77.334241
278;18.494036;77.332231
279;18.492308;77.328851
280;18.490283;77.330641
281;18.489639;77.328564
282;18.49149;77.342039
283;18.499371;77.33861
284;18.491593;77.3292
285;18.488421;77.32516
286;18.489427;77.323889
287;18.503876;77.326753
288;18.498887;77.332229
289;18.49242;77.320879
290;18.487052;77.332085
291;18.490269;77.329458
292;18.498593;77.322015
293;18.479591;77.322144
294;18.491437;77.326851
295;18.49118;77.32081
296;18.48552;77.32252
297;18.494887;77.323761
298;18.499033;77.329697
299;18.497048;77.332503
300;18.493401;77.330531
301;18.495754;77.325617
302;18.495997;77.331709
303;18.490402;77.332909
304;18.490853;77.321407
305;18.494643;77.323882
306;18.491632;77.330971
307;18.485123;77.331717
308;18.495431;77.328299
309;18.494291;77.337563
310;18.500921;77.328717
311;18.493583;77.341434
312;18.489778;77.328413
313;18.496026;77.331562
314;18.48616;77.334359
315;18.494944;77.327752
316;18.492824;77.33556
317;18.49972;77.326696
318;18.493302;77.33602
319;18.501205;77.329619
320;18.492622;77.334769
321;18.50403;77.334115
322;18.500476;77.328474
323;18.491066;77.330166
324;18.498261;77.33752
325;18.493589;77.334179
326;18.499978;77.334473
327;18.495808;77.328403
328;18.49501;77.340629
329;18.501847;77.33187
330;18.500699;77.330261
331;18.493882;77.330723
332;18.488533;77.332187
333;18.495922;77.32917
334;18.497401;77.327481
335;18.497804;77.334128
336;18.490235;77.326587
337;18.499661;77.334722
338;18.48913;77.329154
339;18.501228;77.336271
340;18.489742;77.335152
341;18.489708;77.332507
342;18.498209;77.328101
343;18.495373;77.331886
344;18.501241;77.32032
345;18.497557;77.335393
346;18.491554;77.329456
347;18.494881;77.330584
348;18.500713;77.328492
349;18.496645;77.330405
350;18.491639;77.336675
351;18.496021;77.333653
352;18.499949;77.336021
353;18.493528;77.317598
354;18.4972;77.32919
355;18.500212;77.341209
356;18.495513;77.336037
357;18.498341;77.322347
358;18.500276;77.331488
359;18.489467;77.323159
360;18.502526;77.331938
361;18.491159;77.328926
362;18.492763;77.336266
363;18.492077;77.330248
364;18.492419;77.335199
365;18.498093;77.326692
366;18.489989;77.325124
367;18.488818;77.333126
368;18.502922;77.340362
369;18.498209;77.330467
370;18.501505;77.326401
371;18.495106;77.334049
372;18.488255;77.336716
373;18.495712;77.329597
374;18.502014;77.329385
375;18.495137;77.326289
376;18.492473;77.339163
377;18.497576;77.332093
378;18.497453;77.325145
379;18.496624;77.330017
380;18.491058;77.330217
381;18.495159;77.328314
382;18.497521;77.324864
383;18.492565;77.336687
384;18.49038;77.328876
385;18.48658;77.328829
386;18.488547;77.337485
387;18.49525;77.334069
388;18.495272;77.329177
389;18.490057;77.327292
390;18.499053;77.322982
391;18.497498;77.333621
392;18.492019;77.331895
393;18.499917;77.334008
394;18.501265;77.331953
395;18.487952;77.332543
396;18.50105;77.335177
397;18.485583;77.333059
398;18.503488;77.330472
399;18.491574;77.326116
400;18.494385;77.318881
401;18.496708;77.327667
402;18.49322;77.32569
403;18.494973;77.332317
404;18.489121;77.335274
405;18.486328;77.327665
406;18.497764;77.32252
407;18.491678;77.33974
408;18.49461;77.333641
409;18.493305;77.322421
410;18.493447;77.330444
411;18.493918;77.329104
412;18.488511;77.332131
413;18.493147;77.325002
414;18.497761;77.330998
415;18.492548;77.338051
416;18.490941;77.324833
417;18.498686;77.331764
418;18.501808;77.333571
419;18.494843;77.335567
420;18.497201;77.333856
421;18.494289;77.331407
422;18.490684;77.32171
423;18.489042;77.331323
424;18.498467;77.335156
425;18.497477;77.338977
426;18.491842;77.325191
427;18.495936;77.328887
428;18.494476;77.32564
429;18.508796;77.3304
430;18.498443;77.329091
431;18.488963;77.328714
432;18.483487;77.327123
433;18.488278;77.32639
434;18.485841;77.328779
435;18.497537;77.323451
436;18.483927;77.329
437;18.493508;77.326959
438;18.495869;77.330828
439;18.497974;77.332147
440;18.492881;77.327871
441;18.488342;77.332243
442;18.499626;77.32736
443;18.494983;77.333285
444;18.491988;77.329105
445;18.491429;77.33274
446;18.497739;77.337225
447;18.490673;77.337887
448;18.492538;77.334269
449;18.499458;77.336914
450;18.485643;77.331096
451;18.323218;77.570215
452;18.327366;77.56707
453;18.324071;77.569554
454;18.326054;77.568048
455;18.327559;77.569125
456;18.332988;77.565281
457;18.329044;77.569507
458;18.318776;77.570076
459;18.319003;77.572503
460;18.323406;77.578652
461;18.321893;77.5668
462;18.315714;77.567815
463;18.315289;77.566997
464;18.324277;77.56616
465;18.322358;77.56757
466;18.326036;77.571675
467;18.324438;77.572008
468;18.321527;77.564333
469;18.320723;77.563205
470;18.330676;77.583233
471;18.316234;77.577789
472;18.323391;77.574325
473;18.319387;77.570805
474;18.323555;77.564039
475;18.325951;77.572344
476;18.327105;77.564115
477;18.32616;77.562365
478;18.321182;77.579651
479;18.325624;77.573002
480;18.32558;77.573144
481;18.335353;77.572719
482;18.322919;77.565038
483;18.332446;77.569134
484;18.330515;77.57687
485;18.322738;77.562024
486;18.322551;77.568123
487;18.326944;77.563526
488;18.330243;77.565348
489;18.321669;77.572382
490;18.318583;77.574288
491;18.329824;77.572121
492;18.322217;77.562631
493;18.314124;77.56686
494;18.327969;77.569914
495;18.320217;77.570989
496;18.322359;77.567828
497;18.321208;77.578387
498;18.325646;77.570407
499;18.323444;77.572896
500;18.310855;77.579418
501;18.327866;77.57248
502;18.32412;77.567792
503;18.331477;77.570324
504;18.326963;77.57531
505;18.321318;77.569987
506;18.329691;77.57507
507;18.325071;77.570526
508;18.31921;77.576335
509;18.330259;77.564837
510;18.324783;77.570783
511;18.32814;77.570002
512;18.326384;77.563594
513;18.329559;77.576276
514;18.323473;77.574128
515;18.322421;77.574708
516;18.33027;77.569937
517;18.320082;77.575375
518;18.327471;77.570758
519;18.328271;77.56924
520;18.328565;77.565271
521;18.322038;77.5704
522;18.318937;77.569534
523;18.328931;77.576557
524;18.3234;77.5734
525;18.326119;77.572746
526;18.319712;77.567502
527;18.325421;77.571259
528;18.329053;77.574773
529;18.316939;77.566416
530;18.321078;77.572059
531;18.331021;77.57651
532;18.323108;77.566933
533;18.321369;77.567381
534;18.326855;77.567281
535;18.32339;77.573238
536;18.317114;77.569168
537;18.323934;77.561755
538;18.316324;77.568843
539;18.329202;77.567744
540;18.329253;77.575444
541;18.320067;77.569995
542;18.321946;77.576904
543;18.327506;77.576448
544;18.320161;77.569462
545;18.319563;77.564861
546;18.327057;77.568202
547;18.322603;77.563494
548;18.320451;77.577088
549;18.323323;77.562179
550;18.32554;77.563896
551;18.324659;77.55959
552;18.326278;77.573419
553;18.329121;77.565512
554;18.334341;77.569648
555;18.328055;77.565635
556;18.32259;77.573303
557;18.329172;77.573207
558;18.313512;77.577909
559;18.319265;77.573019
560;18.320788;77.571395
561;18.317564;77.566795
562;18.322976;77.564071
563;18.328548;77.579346
564;18.326874;77.569969
565;18.32492;77.574978
566;18.319049;77.570157
567;18.326286;77.571978
568;18.323211;77.567708
569;18.322709;77.573929
570;18.324938;77.570173
571;18.318232;77.575461
572;18.325669;77.565948
573;18.319777;77.578545
574;18.321102;77.573049
575;18.31537;77.560471
576;18.331985;77.575131
577;18.330321;77.574728
578;18.319967;77.566544
579;18.322441;77.573198
580;18.315431;77.576396
581;18.33172;77.575355
582;18.321724;77.563374
583;18.328379;77.562514
584;18.327732;77.567065
585;18.32285;77.577009
586;18.323244;77.56949
587;18.334275;77.579474
588;18.318649;77.566543
589;18.322778;77.567105
590;18.317983;77.567974
591;18.321104;77.569587
592;18.326021;77.56688
593;18.328033;77.567651
594;18.326605;77.572437
595;18.326764;77.579555
596;18.320481;77.572374
597;18.32139;77.57842
598;18.325858;77.575433
599;18.320224;77.573821
600;18.324444;77.576058
601;18.323636;77.577389
602;18.319521;77.573806
603;18.318457;77.566859
604;18.320801;77.578536
605;18.321683;77.560874
606;18.319264;77.570364
607;18.318677;77.573234
608;18.331953;77.568289
609;18.333721;77.577761
610;18.313834;77.560877
611;18.319984;77.574835
612;18.324076;77.570231
613;18.331071;77.577734
614;18.326554;77.566068
615;18.313279;77.569157
616;18.326185;77.574693
617;18.32504;77.561419
618;18.318938;77.573861
619;18.318527;77.57476
620;18.326535;77.575861
621;18.328777;77.573494
622;18.330273;77.57314
623;18.326653;77.564202
624;18.324431;77.574474
625;18.324047;77.568286
626;18.322041;77.57661
627;18.330231;77.580301
628;18.323403;77.568405
629;18.333945;77.568279
630;18.324898;77.571466
631;18.324715;77.577072
632;18.330632;77.577801
633;18.326046;77.578323
634;18.317892;77.567866
635;18.325447;77.572963
636;18.330852;77.571087
637;18.32888;77.570079
638;18.327277;77.574559
639;18.333515;77.568498
640;18.328802;77.574224
641;18.319377;77.570236
642;18.319872;77.571755
643;18.323355;77.559136
644;18.32656;77.578245
645;18.320724;77.572313
646;18.325121;77.564862
647;18.323257;77.575121
648;18.321934;77.57568
649;18.320849;77.570778
650;18.322022;77.558736
651;18.321101;77.567644
652;18.315855;77.564785
653;18.327232;77.571345
654;18.328256;77.573606
655;18.323486;77.579082
656;18.330513;77.569432
657;18.328546;77.576018
658;18.330276;77.576422
659;18.328427;77.574154
660;18.32766;77.566666
661;18.313748;77.580003
662;18.328533;77.570358
663;18.323368;77.568364
664;18.330673;77.573348
665;18.320787;77.56954
666;18.320205;77.568735
667;18.325036;77.564934
668;18.328031;77.569577
669;18.337295;77.572777
670;18.333308;77.576539
671;18.334147;77.566376
672;18.320676;77.567825
673;18.327571;77.57568
674;18.318879;77.576612
675;18.33008;77.563301
676;18.326687;77.565659
677;18.328666;77.570159
678;18.317663;77.568801
679;18.327338;77.577007
680;18.315661;77.568291
681;18.321881;77.569844
682;18.32436;77.572959
683;18.319226;77.568222
684;18.329199;77.563339
685;18.328795;77.572745
686;18.323866;77.568007
687;18.327959;77.564422
688;18.324731;77.566559
689;18.32458;77.570245
690;18.32247;77.569635
691;18.32423;77.566366
692;18.316546;77.573618
693;18.333701;77.576212
694;18.32194;77.567674
695;18.329184;77.565196
696;18.331401;77.567362
697;18.322041;77.574825
698;18.322725;77.571547
699;18.322893;77.569205
700;18.324501;77.579303
701;18.325922;77.578899
702;18.324145;77.565866
703;18.321853;77.574786
704;18.331675;77.562092
705;18.323088;77.564324
706;18.335323;77.568664
707;18.328499;77.57651
708;18.326532;77.568861
709;18.334192;77.572898
710;18.330047;77.570673
711;18.323394;77.567878
712;18.325112;77.562448
713;18.324557;77.572638
714;18.314001;77.571963
715;18.330023;77.564815
716;18.321817;77.569184
717;18.330255;77.568181
718;18.325735;77.561173
719;18.337045;77.565835
720;18.326422;77.569184
721;18.325509;77.574939
722;18.319047;77.564443
723;18.314884;77.581355
724;18.326047;77.576372
725;18.328228;77.579841
726;18.318776;77.57105
727;18.325975;77.570023
728;18.322448;77.567224
729;18.327292;77.574288
730;18.32617;77.57456
731;18.326714;77.562055
732;18.308741;77.569689
733;18.3321;77.571586
734;18.333276;77.569336
735;18.317273;77.570003
736;18.326109;77.576179
737;18.327217;77.572396
738;18.318766;77.563391
739;18.324842;77.570674
740;18.326101;77.565011
741;18.321782;77.566287
742;18.322681;77.567855
743;18.325777;77.573013
744;18.323766;77.566372
745;18.33127;77.573996
746;18.3242;77.573259
747;18.323531;77.575851
748;18.316671;77.572652
749;18.329307;77.566086
750;18.32969;77.565653
751;18.466704;77.573508
752;18.412033;77.449233
753;18.440593;77.406022
754;18.418925;77.462798
755;18.477509;77.505385
756;18.431741;77.512502
757;18.484574;77.404211
758;18.346367;77.496642
759;18.456887;77.422245
760;18.404227;77.446301
761;18.442826;77.462085
762;18.449956;77.434151
763;18.408249;77.39765
764;18.42021;77.408188
765;18.47711;77.467572
766;18.466376;77.508398
767;18.417139;77.409559
768;18.443177;77.510205
769;18.378034;77.38875
770;18.482237;77.45116
771;18.478802;77.493868
772;18.386974;77.542549
773;18.407006;77.409027
774;18.43819;77.54551
775;18.462828;77.505229
776;18.512326;77.49128
777;18.444128;77.408929
778;18.381889;77.423428
779;18.414547;77.525763
780;18.509733;77.435967
781;18.410533;77.424564
782;18.515873;77.481071
783;18.452105;77.449709
784;18.483229;77.39839
785;18.531936;77.387498
786;18.433426;77.39018
787;18.398219;77.446426
788;18.42643;77.442182
789;18.400925;77.434081
790;18.489181;77.499793
791;18.52245;77.559848
792;18.432767;77.420522
793;18.425919;77.436945
794;18.481197;77.505739
795;18.508254;77.46808
796;18.512368;77.483566
797;18.436836;77.475247
798;18.42157;77.509921
799;18.504284;77.39858
800;18.445137;77.447076
801;18.36587;77.438242
802;18.403719;77.431179
803;18.398497;77.439724
804;18.417944;77.483466
805;18.444202;77.449038
806;18.447591;77.323059
807;18.472321;77.377517
808;18.406684;77.449498
809;18.508464;77.372789
810;18.45662;77.382099
811;18.462332;77.487014
812;18.451835;77.460621
813;18.319871;77.519189
814;18.404399;77.477707
815;18.465321;77.445403
816;18.398342;77.483193
817;18.481087;77.441208
818;18.439166;77.360565
819;18.484579;77.47654
820;18.41331;77.451561
821;18.493617;77.34396
822;18.418624;77.499498
823;18.356484;77.469586
824;18.463611;77.468867
825;18.411768;77.514342
826;18.455106;77.493693
827;18.422932;77.477836
828;18.446341;77.440959
829;18.455469;77.36956
830;18.365974;77.49706
831;18.50783;77.462363
832;18.38389;77.395407
833;18.359135;77.418623
834;18.47449;77.496697
835;18.507734;77.478109
836;18.429983;77.462214
837;18.423892;77.46986
838;18.411989;77.567698
839;18.565381;77.409538
840;18.394675;77.382448
841;18.489138;77.380815
842;18.374516;77.532756
843;18.382851;77.39031
844;18.449763;77.475186
845;18.515519;77.495971
846;18.405436;77.438839
847;18.469534;77.492592
848;18.433088;77.429119
849;18.434169;77.474169
850;18.504505;77.537234
851;18.312482;77.417885
852;18.443777;77.511947
853;18.390624;77.440904
854;18.479312;77.492422
855;18.415752;77.484608
856;18.336717;77.510673
857;18.481225;77.433877
858;18.418435;77.362891
859;18.410244;77.456793
860;18.490793;77.539631
861;18.520499;77.507327
862;18.502013;77.397313
863;18.519313;77.555964
864;18.485037;77.52703
865;18.474039;77.428677
866;18.415482;77.427542
867;18.522039;77.3923
868;18.42522;77.464912
869;18.490801;77.409526
870;18.404891;77.551809
871;18.401415;77.434141
872;18.438491;77.343959
873;18.467197;77.46146
874;18.521678;77.435225
875;18.489383;77.568114
876;18.42678;77.447265
877;18.357358;77.520686
878;18.412852;77.430043
879;18.511057;77.340003
880;18.410694;77.356709
881;18.467603;77.437041
882;18.469155;77.55034
883;18.43044;77.467843
884;18.397942;77.451655
885;18.451187;77.536555
886;18.393986;77.453768
887;18.509826;77.435209
888;18.389959;77.363429
889;18.418699;77.483817
890;18.392882;77.451695
891;18.481538;77.397249
892;18.392122;77.442148
893;18.399578;77.416623
894;18.447352;77.339486
895;18.404879;77.558562
896;18.539608;77.450401
897;18.430817;77.411263
898;18.40948;77.487902
899;18.53466;77.417095
900;18.347655;77.498343
901;18.54745;77.461819
902;18.41042;77.364764
903;18.465778;77.573368
904;18.4813;77.461186
905;18.401626;77.329849
906;18.475638;77.507544
907;18.479659;77.378462
908;18.469449;77.363677
909;18.534311;77.502038
910;18.490082;77.412794
911;18.486028;77.501939
912;18.545687;77.447105
913;18.44906;77.512637
914;18.363892;77.367846
915;18.430767;77.45988
916;18.512684;77.53026
917;18.411252;77.513559
918;18.414361;77.401412
919;18.458498;77.37265
920;18.408138;77.464056
921;18.457228;77.387567
922;18.543713;77.465216
923;18.511834;77.459328
924;18.459436;77.418175
925;18.44322;77.430832
926;18.475668;77.441658
927;18.38107;77.499061
928;18.437111;77.394574
929;18.399001;77.446533
930;18.380363;77.482582
931;18.498053;77.502919
932;18.370677;77.465791
933;18.405948;77.417038
934;18.487075;77.491351
935;18.48151;77.466627
936;18.476147;77.541219
937;18.432635;77.445187
938;18.420235;77.539393
939;18.306218;77.429041
940;18.434461;77.483741
941;18.459154;77.453301
942;18.540794;77.456309
943;18.394583;77.455702
944;18.391394;77.438996
945;18.381904;77.489248
946;18.398024;77.541265
947;18.421417;77.467812
948;18.441167;77.463033
949;18.402798;77.443327
950;18.460096;77.457146
951;18.327832;77.471611
952;18.432844;77.483575
953;18.419628;77.379673
954;18.547502;77.443867
955;18.502656;77.419383
956;18.521587;77.415735
957;18.44624;77.485948
958;18.438401;77.456332
959;18.390917;77.449223
960;18.391988;77.42204
961;18.477907;77.417064
962;18.438898;77.417965
963;18.402169;77.449719
964;18.378159;77.394606
965;18.412391;77.463683
966;18.509201;77.459858
967;18.363058;77.54731
968;18.426854;77.40947
969;18.416329;77.386693
970;18.441928;77.449657
971;18.375727;77.478074
972;18.418027;77.476336
973;18.444328;77.464
974;18.472371;77.48846
975;18.463044;77.425008
976;18.40698;77.403725
977;18.34995;77.427649
978;18.458364;77.406888
979;18.447662;77.412983
980;18.458467;77.472879
981;18.421719;77.454059
982;18.387332;77.472474
983;18.610563;77.476905
984;18.500716;77.418895
985;18.422437;77.491275
986;18.466179;77.462842
987;18.517534;77.467041
988;18.359841;77.402734
989;18.454635;77.486763
990;18.456152;77.438718
991;18.469825;77.515707
992;18.391862;77.392119
993;18.427929;77.510982
994;18.381925;77.52667
995;18.433646;77.487232
996;18.441786;77.427702
997;18.535832;77.449097
998;18.385864;77.484327
999;18.487951;77.420914
1000;18.399694;77.378331
1001;18.428319;77.43902
1002;18.500973;77.447351
1003;18.427381;77.476921
1004;18.338837;77.458645
1005;18.497415;77.407301
1006;18.434306;77.539689
1007;18.513544;77.425405
1008;18.477255;77.442084
1009;18.378768;77.362825
1010;18.378242;77.374628
1011;18.437644;77.416162
1012;18.525246;77.44925
1013;18.519389;77.520453
1014;18.401742;77.517629
1015;18.391193;77.425992
1016;18.376363;77.463126
1017;18.439581;77.395112
1018;18.459336;77.499509
1019;18.456136;77.474908
1020;18.457398;77.474143
1021;18.461569;77.437989
1022;18.457701;77.429041
1023;18.482756;77.514534
1024;18.449516;77.414602
1025;18.420047;77.424637
1026;18.482917;77.467218
1027;18.400935;77.455657
1028;18.412142;77.499416
1029;18.397874;77.48643
1030;18.416275;77.441155
1031;18.417853;77.461784
1032;18.368892;77.454584
1033;18.418821;77.421094
1034;18.335232;77.416207
1035;18.524049;77.398715
1036;18.488576;77.475832
1037;18.461817;77.466758
1038;18.443962;77.382693
1039;18.485053;77.517093
1040;18.469674;77.430944
1041;18.396503;77.479727
1042;18.360128;77.51296
1043;18.4594;77.519216
1044;18.457181;77.466445
1045;18.401888;77.355127
1046;18.416776;77.378765
1047;18.350899;77.500717
1048;18.401685;77.477929
1049;18.426343;77.507581
1050;18.524195;77.429306
1051;18.426478;77.440742
1052;18.514974;77.430887
1053;18.526852;77.393389
1054;18.52255;77.348266
1055;18.538193;77.474216
1056;18.517;77.47418
1057;18.435868;77.470833
1058;18.4112;77.504813
1059;18.375864;77.442463
1060;18.499152;77.368131
1061;18.352849;77.34355
1062;18.47135;77.489466
1063;18.559284;77.446023
1064;18.504621;77.485518
1065;18.454992;77.394873
1066;18.440874;77.424225
1067;18.477065;77.451594
1068;18.370122;77.529726
1069;18.429916;77.409644
1070;18.424249;77.478429
1071;18.477563;77.43489
1072;18.468705;77.422688
1073;18.472808;77.477863
1074;18.451919;77.432387
1075;18.473184;77.437362
1076;18.448688;77.382229
1077;18.351649;77.492207
1078;18.461521;77.412606
1079;18.416294;77.367452
1080;18.44859;77.485005
1081;18.499912;77.382975
1082;18.355867;77.49913
1083;18.517427;77.400296
1084;18.417584;77.500239
1085;18.488714;77.491398
1086;18.409388;77.56436
1087;18.509623;77.386795
1088;18.476764;77.555642
1089;18.391589;77.458558
1090;18.421186;77.393328
1091;18.428761;77.433559
1092;18.371984;77.498077
1093;18.436674;77.486158
1094;18.49438;77.472832
1095;18.485993;77.44452
1096;18.364368;77.493189
1097;18.421396;77.371274
1098;18.424784;77.520559
1099;18.466795;77.383221
1100;18.409102;77.44175
1101;18.472584;77.379855
1102;18.386681;77.455063
1103;18.412726;77.417093
1104;18.479863;77.396399
1105;18.499425;77.473285
1106;18.478841;77.468741
1107;18.448187;77.414449
1108;18.42631;77.407564
1109;18.33599;77.515742
1110;18.429103;77.527669
1111;18.504555;77.499976
1112;18.433928;77.574
1113;18.490523;77.390741
1114;18.465476;77.459634
1115;18.368491;77.464136
1116;18.421766;77.392415
1117;18.518716;77.398881
1118;18.542252;77.442926
1119;18.453683;77.375203
1120;18.51789;77.458654
1121;18.503483;77.484851
1122;18.472262;77.488242
1123;18.48949;77.494198
1124;18.452701;77.41086
1125;18.384514;77.53233
1126;18.452511;77.490751
1127;18.407211;77.468593
1128;18.470027;77.456234
1129;18.353404;77.369869
1130;18.46509;77.469624
1131;18.424887;77.446233
1132;18.446373;77.525658
1133;18.469238;77.513871
1134;18.546172;77.446314
1135;18.402178;77.440708
1136;18.469467;77.48254
1137;18.485198;77.437379
1138;18.499758;77.523368
1139;18.40133;77.498171
1140;18.412361;77.432803
1141;18.377332;77.465168
1142;18.445002;77.469319
1143;18.41439;77.418143
1144;18.40374;77.449373
1145;18.360584;77.459403
1146;18.487657;77.47763
1147;18.473054;77.485132
1148;18.473919;77.440999
1149;18.45558;77.448051
1150;18.493951;77.499312
